,mols_bitter,T_F,bitter_smiles,bitter,Reference
1339,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E210>,False,CC/C=C/CC1=C(C(=O)CC1)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1340,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E260>,False,C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(C)(C)OC(=O)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1341,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E2B0>,False,O(C(=O)CCC)CCNC(=O)C(N)CC(O)=O,False,Rojas et al. (2017)
1342,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E300>,False,O=N(=O)c1ccc2c(c1)S(=O)(=O)N(C2=O)C,False,Rojas et al. (2017)
1343,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E350>,False,C([C@@H]1[C@H]([C@H]([C@H]([C@H](O1)O)O)O)O)O,False,SuperSweet
1344,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E3A0>,False,CC1=CC2=C(C=C1)C=C(C=C2)C,False,The Good Scents Company Database
1345,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E3F0>,False,O=C(Nc1ccc(cc1)N(=O)=O)NCCCC(=O)O,False,Rojas et al. (2017)
1346,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E440>,False,OCC1OC(C(C1O)O)(CO)OC1OC(CO)C(C(C1O)O)O,False,Rojas et al. (2017)
1347,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E490>,False,CCCCOC(=O)C(C)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1348,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E4E0>,False,CC/C=C/C=O,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1349,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E530>,False,Oc1cc(O)c2c(c1)OC(C(C2=O)OC1OC(C)C(C(C1O)O)O)c1ccc(c(c1)O)O,False,Rojas et al. (2017)
1350,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E580>,False,CCC(C)COC(=O)C(C)CC,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1351,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E5D0>,False,[I-].[I-].[Hg+].[Hg+],False,ToxNet
1352,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E620>,False,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](CC(=O)O)N,False,SuperSweet
1353,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E670>,False,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,False,ToxNet
1354,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E6C0>,False,CCCCCC(=O)OCCC1=CC=CC=C1,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1355,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E710>,False,O(C(=O)C)CC(NC(=O)C(N)CC(O)=O)CO,False,Rojas et al. (2017)
1356,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E760>,False,CC1=CC(=O)CC(C1)(C)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1357,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E7B0>,False,CCOC(=O)CCC(=O)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1358,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E800>,False,C1=CC=C2C(=C1)C(=O)NS2(=O)=O.[Na],False,SuperSweet
1359,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E850>,False,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)[13CH2]O)O)O)O)O,False,SuperSweet
1360,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E8A0>,False,C([C@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,False,SuperSweet
1361,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E8F0>,False,COC(=O)CC1=CC=CC=C1,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1362,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E940>,False,CCCCCCCC(=O)OCCC(C)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1363,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E990>,False,CCCC(CC(=O)OCC)O,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1364,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05E9E0>,False,C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].O.[Ca+2],False,SuperSweet
1365,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05EA30>,False,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O,False,SuperSweet
1366,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05EA80>,False,CCCCCC1OCC(O1)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1367,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05EAD0>,False,C([C@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,False,SuperSweet
1368,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05EB20>,False,COC1CC(O)C(C(O1)CO)O,False,Rojas et al. (2017)
1369,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05EB70>,False,CCCCCCCCO,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1370,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05EBC0>,False,O(C(C)C)C(=O)C(NC(=O)C(N)CC(O)=O)CC,False,Rojas et al. (2017)
1371,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05EC10>,False,COC1OC(CO)CC(C1O)O,False,Rojas et al. (2017)
1372,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05EC60>,False,CCCCCCOC(=O)C(C)CC,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1373,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05ECB0>,False,CC(C)C(=O)OCCOC1=CC=CC=C1,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1374,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05ED00>,False,OCC1OC(OCC2OC(C(C2O)O)(O)CO)C(C(C1O)O)O,False,Rojas et al. (2017)
1375,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05ED50>,False,CCCCCC(=O)OCCCCC,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1376,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05EDA0>,False,CCCOc1ccc(cc1)NC(=O)N,False,Rojas et al. (2017)
1377,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05EDF0>,False,CCOc1ccccc1NC(=O)N,False,Rojas et al. (2017)
1378,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05EE40>,False,C([C@H]([C@H]([C@@H]([14C@@H](CO)O)O)O)O)O,False,SuperSweet
1379,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05EE90>,False,[2H][C@]1([C@H](OC([C@@H]([C@H]1[18OH])O)O)CO)O,False,SuperSweet
1380,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05EEE0>,False,CCOC1=C(C=C(C=C1)/C=C/C)O,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1381,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05EF30>,False,COC1=C(C=C(C=C1)C2CCC3=C(O2)C=C(C=C3)O)O,False,The Good Scents Company Database
1382,<rdkit.Chem.rdchem.Mol object at 0x00000201DE05EF80>,False,C1(C(=O)NC(=O)N1)NC(=O)N,False,ToxNet
1383,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054030>,False,O=C(NNc1ccc(cc1)N(=O)=O)CCC(=O)O,False,Rojas et al. (2017)
1384,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054080>,False,[14CH2]([14C@@H]1[14C@H]([14C@@H]([14C@H]([14CH](O1)O)O)O)O)O,False,SuperSweet
1385,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0540D0>,False,OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,False,Wiener et al. (2017) - Phyto-Dictionary
1386,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054120>,False,COc1ccc(cc1O)CCC(=O)c1c(O)cc(cc1O)O,False,Rojas et al. (2017)
1387,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054170>,False,CC(C)OC(=O)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1388,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0541C0>,False,CCC(=O)O,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1389,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054210>,False,C[C@H](CC/C=C(\C)/CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)[C@H]3CC[C@@]4([C@@]3(C[C@H]([C@@]5([C@H]4CC=C6[C@H]5CC[C@@H](C6(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C)O)C)C,False,Biochemical Targets of Plant Bioactive Compounds by Gideon Polya
1390,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054260>,False,CCCCC/C(=C\C1=CC=CC=C1)/CO,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1391,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0542B0>,False,COc1ccc(cc1O)CCC1CCCCC1,False,Rojas et al. (2017)
1392,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054300>,False,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,False,ToxNet
1393,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054350>,False,C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C(C)O)C(C)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1394,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0543A0>,False,COc1ccc(cc1O)CCc1ccc(cc1)C,False,Rojas et al. (2017)
1395,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0543F0>,False,CCC(=O)OC1CCCCC1,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1396,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054440>,False,CC(C)/C=C(/C=O)\C1=CC=CC=C1,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1397,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054490>,False,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2],False,ToxNet
1398,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0544E0>,False,CC(NC(=O)C1C(C)CCCC1C)NC(=O)C(CC(=O)O)N,False,Rojas et al. (2017)
1399,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054530>,False,CC(=O)/C=C/C1=CC=CC=C1,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1400,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054580>,False,COc1ccc(cc1)C(=O)c1ccccc1C(=O)OC,False,Rojas et al. (2017)
1401,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0545D0>,False,CCCCC(=O)OCC/C=C/CC,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1402,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054620>,False,COc1ccc(cc1)C(=O)C=CC(=O)O,False,Rojas et al. (2017)
1403,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054670>,False,CC1=CC=CC=C1O,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1404,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0546C0>,False,CC(=CC1=CC=CC=C1)C=O,False,The Good Scents Company Database
1405,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054710>,False,CC(C)C(=O)OC(C)(C)CCC1=CC=CC=C1,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1406,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054760>,False,O=O,False,ToxNet
1407,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0547B0>,False,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O,False,SuperSweet
1408,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054800>,False,CC(NC(=O)C1CCCCC1)NC(=O)C(CC(=O)O)N,False,Rojas et al. (2017)
1409,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054850>,False,CCC(=O)OC1=C(OC=CC1=O)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1410,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0548A0>,False,COC1=C(C=CC(=C1)CC=C)O,False,The Good Scents Company Database
1411,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0548F0>,False,COc1ccc(cc1)C(=O)c1ccccc1,False,Rojas et al. (2017)
1412,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054940>,False,S(O)(=O)(=O)NC1CCCCC1,False,Rojas et al. (2017)
1413,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054990>,False,O(CCC(NC(=O)C(N)CC(O)=O)C)CC,False,Rojas et al. (2017)
1414,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0549E0>,False,C([C@H]([C@@H]([C@H]([C@@H](CO)O)O)O)O)O,False,SuperSweet
1415,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054A30>,False,C1=CC(=CC=C1C=O)O,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1416,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054A80>,False,CCCCCCCCCCCCCC(=O)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1417,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054AD0>,False,C=CO,False,ToxNet
1418,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054B20>,False,C[C@H]1CC[C@@H](O[C@@H]1O[C@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)C)O)O)O)[C@@H](C)[C@H]3CC[C@H]4[C@@]3(CC[C@@H]5C4=CC(=O)[C@H]6[C@@]5(CC[C@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)C)C,False,Biochemical Targets of Plant Bioactive Compounds by Gideon Polya
1419,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054B70>,False,O(C(=O)CC)CCNC(=O)C(N)CC(O)=O,False,Rojas et al. (2017)
1420,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054BC0>,False,O(C(=O)C(CNC(=O)C(N)CC(O)=O)C)C1CCCCC1,False,Rojas et al. (2017)
1421,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054C10>,False,COc1cc(CCc2ccccc2)ccc1O,False,Rojas et al. (2017)
1422,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054C60>,False,CCCCCCCC(=O)OCC=C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1423,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054CB0>,False,CCOC(=O)/C=C/C1=CC=CC=C1,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1424,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054D00>,False,CC1CC(C(=O)C1=O)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1425,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054D50>,False,CCC(=O)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1426,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054DA0>,False,COc1ccc(cc1O)C1=COc2c(O1)cccc2,False,Rojas et al. (2017)
1427,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054DF0>,False,CCCC(C)OC(=O)CCC,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1428,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054E40>,False,C([C@H]([C@H]([C@@H](C(CO)O)O)O)O)O,False,SuperSweet
1429,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054E90>,False,C([C@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,False,SuperSweet
1430,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054EE0>,False,COc1ccc(cc1OCC(=O)O)CCc1ccccc1,False,Rojas et al. (2017)
1431,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054F30>,False,CCNC(=O)C1=C(SC(=C1C(=O)NC2=CC=C(C=C2)Cl)C3=CC(=NC=C3)N)C[N+](=O)[O-],False,Biochemical Targets of Plant Bioactive Compounds by Gideon Polya
1432,<rdkit.Chem.rdchem.Mol object at 0x00000201DE054F80>,False,CCC(CC)C=O,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1433,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E030>,False,COc1cc(ccc1OC)C(=O)c1ccccc1C(=O)O,False,Rojas et al. (2017)
1434,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E080>,False,CCCC1CCCC(=O)O1,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1435,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E0D0>,False,CCC(=O)C(=O)CC,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1436,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E120>,False,ClCC1OC(C(C1O)O)(O)CCl,False,Rojas et al. (2017)
1437,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E170>,False,CCCCCCO,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1438,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E1C0>,False,C1C2=CC=CC=C2C(=O)O1,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1439,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E210>,False,O=C1NS(=O)(=O)c2c1cccc2N,False,Rojas et al. (2017)
1440,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E260>,False,CC(=O)OCCCC=C,False,The Good Scents Company Database
1441,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E2B0>,False,CCCCCCCC(=O)CCC1=CC(=C(C=C1)O)OC,False,Biochemical Targets of Plant Bioactive Compounds by Gideon Polya
1442,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E300>,False,CC(C)C(=O)OC/C=C/C1=CC=CC=C1,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1443,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E350>,False,COCC1=CCC(=CC1)/C=N/O,False,SuperSweet
1444,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E3A0>,False,CC1=CC=C(S1)C=O,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1445,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E3F0>,False,CCCC(=O)OCCC,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1446,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E440>,False,C([C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)O)O)O)O)O,False,SuperSweet
1447,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E490>,False,COc1cc2CC3(C(c2cc1O)c1ccccc1OC3)O,False,Rojas et al. (2017)
1448,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E4E0>,False,CC1=C(C)OS(=O)(=O)NC1=O,False,Rojas et al. (2017)
1449,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E530>,False,[O-]C(=O)[C@@H]([NH3+])C[C@H](C([O-])=O)Cc(c1)ccc(c12)cccc2,False,Wiener et al. (2017) - UNIMI
1450,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E580>,False,CCC/C=C/CCOC(=O)C(C)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1451,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E5D0>,False,OCc1ccc(cc1)CCc1ccc(c(c1)O)OC,False,Rojas et al. (2017)
1452,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E620>,False,COc1ccc(cc1O)C(=O)Sc1ccccc1,False,Rojas et al. (2017)
1453,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E670>,False,CCCC(CC1=CC=CC=C1)O,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1454,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E6C0>,False,CCOC(=O)[C@@H]1[C@@H](O1)C2=CC=CC=C2,False,The Good Scents Company Database
1455,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E710>,False,CCOC(=O)CC(=O)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1456,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E760>,False,CC(C)CC(=O)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1457,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E7B0>,False,CC(NC(=O)c1ccccc1)NC(=O)C(CC(=O)O)N,False,Rojas et al. (2017)
1458,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E800>,False,OC(=O)CC(N)C(=O)NC(CC1CCCCC1)C,False,Rojas et al. (2017)
1459,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E850>,False,CC(C)CCO,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1460,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E8A0>,False,CC(=O)OCC1CCCO1,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1461,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E8F0>,False,CCC(=O)OCC=CC1=CC=CC=C1,False,The Good Scents Company Database
1462,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E940>,False,OC1C(C)OC(C(C1O)O)O,False,Rojas et al. (2017)
1463,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E990>,False,CCCCCCOC=O,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1464,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04E9E0>,False,C([C@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)O,False,SuperSweet
1465,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04EA30>,False,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,False,The Good Scents Company Database
1466,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04EA80>,False,C[C@H](C(=O)NC(=O)[C@H](CC(=O)O)N)NC1C(SC1(C)C)(C)C.C[C@H](C(=O)NC(=O)[C@H](CC(=O)O)N)NC1C(SC1(C)C)(C)C.O.O.O.O.O,False,The Good Scents Company Database
1467,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04EAD0>,False,O(C(C)(C)C)C(=O)CC(NC(=O)C(N)CC(O)=O)C(OC)=O,False,Rojas et al. (2017)
1468,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04EB20>,False,CCC1=CC(=C(C=C1)O)OC,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1469,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04EB70>,False,O(C(=O)C1CC1)CC(NC(=O)C(N)CC(O)=O)C(C)C,False,Rojas et al. (2017)
1470,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04EBC0>,False,CCOC(CCSC)OCC,False,The Good Scents Company Database
1471,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04EC10>,False,[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Mg+2].[Mg+2].[Mg+2],False,ToxNet
1472,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04EC60>,False,CC(C)C(=O)OCC1=CC=CC=C1,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1473,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04ECB0>,False,COc1cc2CCC3C(c2cc1O)CCC1(C3CCC1)C,False,Rojas et al. (2017)
1474,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04ED00>,False,CCCCCCCCCC/C=C/C=O,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1475,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04ED50>,False,CC(C)COC(=O)CC1=CC=CC=C1,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1476,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04EDA0>,False,CC(C)CC(=O)OC/C=C/C1=CC=CC=C1,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1477,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04EDF0>,False,CCOC(=O)C(=O)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1478,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04EE40>,False,O(C(=O)C(NC(=O)C(N)CC(O)=O)CCCC)C,False,Rojas et al. (2017)
1479,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04EE90>,False,CCOc1ccc(cc1N)N(=O)=O,False,Rojas et al. (2017)
1480,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04EEE0>,False,CCCC(=O)OC/C=C(/C)\CCC=C(C)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1481,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04EF30>,False,N#CCCNC(=O)Nc1ccc(cc1)N(=O)=O,False,Rojas et al. (2017)
1482,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04EF80>,False,C([C@@H]1[13C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O,False,SuperSweet
1483,<rdkit.Chem.rdchem.Mol object at 0x00000201E05528A0>,False,CC(C)C/C=C(/C=O)\C(C)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1484,<rdkit.Chem.rdchem.Mol object at 0x00000201E0552850>,False,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,False,ToxNet
1485,<rdkit.Chem.rdchem.Mol object at 0x00000201E0552800>,False,COc1cc(ccc1OC)C1OC(=O)c2c(C1)cccc2OC,False,Rojas et al. (2017)
1486,<rdkit.Chem.rdchem.Mol object at 0x00000201E05527B0>,False,OC(C(NC(=O)C)C=O)C(O)C(O)CO,False,Rojas et al. (2017)
1487,<rdkit.Chem.rdchem.Mol object at 0x00000201E0552760>,False,CC(CCCC(C)(C)O)CC=O,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1488,<rdkit.Chem.rdchem.Mol object at 0x00000201E0552710>,False,CC/C=C\CCC1CCCC(=O)O1,False,The Good Scents Company Database
1489,<rdkit.Chem.rdchem.Mol object at 0x00000201E05526C0>,False,OCC1OC(C(C1O)O)(CO)OC1OC(COC2OC(COC3OC(CO)C(C(C3O)O)O)C(C(C2O)O)O)C(C(C1O)O)O,False,Rojas et al. (2017)
1490,<rdkit.Chem.rdchem.Mol object at 0x00000201E0552670>,False,O=C(c1ccccc1C(=O)O)c1ccc(c(c1)O)O,False,Rojas et al. (2017)
1491,<rdkit.Chem.rdchem.Mol object at 0x00000201E0552620>,False,O(C(=O)C1CCC1)CC(NC(=O)C(N)CC(O)=O)CO,False,Rojas et al. (2017)
1492,<rdkit.Chem.rdchem.Mol object at 0x00000201E05525D0>,False,CCCCCCCC(=O)OC(C)(CCC=C(C)C)C=C,False,The Good Scents Company Database
1493,<rdkit.Chem.rdchem.Mol object at 0x00000201E0552580>,False,COc1ccc(cc1O)C1CC(=O)c2c(O1)cccc2,False,Rojas et al. (2017)
